1.000000000000000000e+00,-2.476089085474617435e-17
9.999400934072768532e-01,2.155419722674913724e-05
9.997603854018283220e-01,8.620027592202692045e-05
9.994609113054130356e-01,1.938887198835670617e-04
9.990417299995955069e-01,3.445370778819501953e-04
9.985029239436068460e-01,5.380300770804585494e-04
9.978445991991797825e-01,7.742197813381580546e-04
9.970668854621839161e-01,1.052925793916869874e-03
9.961699361008422571e-01,1.373935503975628764e-03
9.951539282002661579e-01,1.737004376104987540e-03
9.940190626129965512e-01,2.141856282026018132e-03
9.927655640152014405e-01,2.588183873451689425e-03
9.913936809681354045e-01,3.075648994987458581e-03
9.899036859844267955e-01,3.603883135832171465e-03
9.882958755987294452e-01,4.172487918924511902e-03
9.865705704422302880e-01,4.781035626079675402e-03
9.847281153204846538e-01,5.429069757551219580e-03
9.827688792940154627e-01,6.116105624367988020e-03
9.806932557610905654e-01,6.841630971698020244e-03
9.785016625420701608e-01,7.605106631418093524e-03
9.761945419646982369e-01,8.405967201987295245e-03
9.737723609496962140e-01,9.243621753658429543e-03
9.712356110960053135e-01,1.011745455700425317e-02
9.685848087650172911e-01,1.102682583267992206e-02
9.658204951631265134e-01,1.197107252030354951e-02
9.629432364219383533e-01,1.294950906430242937e-02
9.599536236754679930e-01,1.396142821454453287e-02
9.568522731336713827e-01,1.500610183955963794e-02
9.536398261516607633e-01,1.608278175014414904e-02
9.503169492939675944e-01,1.719070053114717112e-02
9.468843343932301648e-01,1.832907237923919047e-02
9.433426986027081407e-01,1.949709394448738073e-02
9.396927844420415177e-01,2.069394517358640051e-02
9.359353598356993098e-01,2.191879015262523933e-02
9.320712181435899524e-01,2.317077794731970189e-02
9.281011781833350405e-01,2.444904343868713886e-02
9.240260842437405531e-01,2.575270815220005033e-02
9.198468060890293563e-01,2.708088107852534357e-02
9.155642389534415226e-01,2.843265948402777174e-02
9.111793035258383133e-01,2.980712970929816699e-02
9.066929459239881917e-01,3.120336795405845992e-02
9.021061376582517610e-01,3.262044104688711227e-02
