1.000041976686093070e+00,1.259300582793712250e-03
9.950647332200832640e-01,2.124288123901440541e-03
9.900869610061581172e-01,2.983603201056746809e-03
9.851086650629439223e-01,3.837290398275947957e-03
9.801298503267428242e-01,4.685393282056718629e-03
9.751505216528809639e-01,5.527954399366280351e-03
9.701706838170601754e-01,6.365015275586368738e-03
9.651903415167105704e-01,7.196616412412610436e-03
9.602094993723454541e-01,8.022797285708501910e-03
9.552281619289186843e-01,8.843596343311424871e-03
9.502463336571839170e-01,9.659051002789862186e-03
9.452640189550559624e-01,1.046919764915028861e-02
9.402812221489746936e-01,1.127407163249219586e-02
9.352979474952710648e-01,1.207370726560961713e-02
9.303141991815354617e-01,1.286813782153784121e-02
9.253299813279888264e-01,1.365739553104306815e-02
9.203452979888558927e-01,1.444151158005419627e-02
9.153601531537414182e-01,1.522051610703394238e-02
9.103745507490081934e-01,1.599443820028843485e-02
9.053884946391589361e-01,1.676330589521227155e-02
9.004019886282198515e-01,1.752714617146821502e-02
8.954150364611277446e-01,1.828598495009892133e-02
8.904276418251197978e-01,1.903984709056796842e-02
8.854398083511261230e-01,1.978875638772945728e-02
8.804515396151659790e-01,2.053273556872263483e-02
8.754628391397459852e-01,2.127180628978942584e-02
8.704737103952632227e-01,2.200598913301289594e-02
8.654841568014101094e-01,2.273530360297375263e-02
8.604941817285836070e-01,2.345976812332223327e-02
8.555037884992975350e-01,2.417940003326254916e-02
8.505129803895986607e-01,2.489421558394736000e-02
8.455217606304863409e-01,2.560422993477919421e-02
8.405301324093362725e-01,2.630945714961549498e-02
8.355380988713277945e-01,2.700991019287442285e-02
8.305456631208755214e-01,2.770560092553798689e-02
8.255528282230648607e-01,2.839654010104900386e-02
8.205595972050921949e-01,2.908273736109832225e-02
8.155659730577091704e-01,2.976420123129889031e-02
8.105719587366715384e-01,3.044093911674213004e-02
8.055775571641923261e-01,3.111295729743344257e-02
8.005827712304011134e-01,3.178026092360172750e-02
7.955876037948066415e-01,3.244285401087948495e-02
7.905920576877659700e-01,3.310073943534838636e-02
7.855961357119571886e-01,3.375391892844560593e-02
7.805998406438598991e-01,3.440239307172622552e-02
7.756031752352391395e-01,3.504616129147660603e-02
7.706061422146361917e-01,3.568522185317289652e-02
7.656087442888657169e-01,3.631957185577990022e-02
7.606109841445176656e-01,3.694920722588389966e-02
7.556128644494675139e-01,3.757412271165348761e-02
7.506143878543911629e-01,3.819431187662227639e-02
7.456155569942879424e-01,3.880976709328675528e-02
7.406163744900106094e-01,3.942047953651260650e-02
7.356168429498016748e-01,4.002643917674190976e-02
7.306169649708381675e-01,4.062763477299409509e-02
7.256167431407841706e-01,4.122405386565286545e-02
7.206161800393506844e-01,4.181568276903063763e-02
7.156152782398647050e-01,4.240250656370202903e-02
7.106140403108468506e-01,4.298450908859741820e-02
7.056124688175966497e-01,4.356167293284782249e-02
7.006105663237894854e-01,4.413397942736987933e-02
6.956083353930806457e-01,4.470140863618266708e-02
6.906057785907211422e-01,4.526393934744370184e-02
6.856028984851830765e-01,4.582154906419443757e-02
6.805996976497957762e-01,4.637421399480238376e-02
6.755961786643929212e-01,4.692190904308844029e-02
6.705923441169718835e-01,4.746460779812559927e-02
6.655881966053642795e-01,4.800228252369659332e-02
6.605837387389191795e-01,4.853490414739500269e-02
6.555789731401991949e-01,4.906244224935636666e-02
6.505739024466904441e-01,4.958486505060190341e-02
6.455685293125257296e-01,5.010213940098037777e-02
6.405628564102225919e-01,5.061423076668929849e-02
6.355568864324364631e-01,5.112110321735782725e-02
