-3,60,-25,0.2,10
-3,60,-25,0.2,15
-3,60,-25,0.2,20
-3,60,-25,0.2,30
-3,60,-25,0.35,10
-3,60,-25,0.35,15
-3,60,-25,0.35,20
-3,60,-25,0.35,30
-3,60,-25,0.55,10
-3,60,-25,0.55,15
-3,60,-25,0.55,20
-3,60,-25,0.55,30
-3,60,-25,0.8,10
-3,60,-25,0.8,15
-3,60,-25,0.8,20
-3,60,-25,0.8,30
-3,60,-20,0.2,10
-3,60,-20,0.2,15
-3,60,-20,0.2,20
-3,60,-20,0.2,30
-3,60,-20,0.35,10
-3,60,-20,0.35,15
-3,60,-20,0.35,20
-3,60,-20,0.35,30
-3,60,-20,0.55,10
-3,60,-20,0.55,15
-3,60,-20,0.55,20
-3,60,-20,0.55,30
-3,60,-20,0.8,10
-3,60,-20,0.8,15
-3,60,-20,0.8,20
-3,60,-20,0.8,30
-3,60,-15,0.2,10
-3,60,-15,0.2,15
-3,60,-15,0.2,20
-3,60,-15,0.2,30
-3,60,-15,0.35,10
-3,60,-15,0.35,15
-3,60,-15,0.35,20
-3,60,-15,0.35,30
-3,60,-15,0.55,10
-3,60,-15,0.55,15
-3,60,-15,0.55,20
-3,60,-15,0.55,30
-3,60,-15,0.8,10
-3,60,-15,0.8,15
-3,60,-15,0.8,20
-3,60,-15,0.8,30
-3,60,-10,0.2,10
-3,60,-10,0.2,15
-3,60,-10,0.2,20
-3,60,-10,0.2,30
-3,60,-10,0.35,10
-3,60,-10,0.35,15
-3,60,-10,0.35,20
-3,60,-10,0.35,30
-3,60,-10,0.55,10
-3,60,-10,0.55,15
-3,60,-10,0.55,20
-3,60,-10,0.55,30
-3,60,-10,0.8,10
-3,60,-10,0.8,15
-3,60,-10,0.8,20
-3,60,-10,0.8,30
-3,60,-5,0.2,10
-3,60,-5,0.2,15
-3,60,-5,0.2,20
-3,60,-5,0.2,30
-3,60,-5,0.35,10
-3,60,-5,0.35,15
-3,60,-5,0.35,20
-3,60,-5,0.35,30
-3,60,-5,0.55,10
-3,60,-5,0.55,15
-3,60,-5,0.55,20
-3,60,-5,0.55,30
-3,60,-5,0.8,10
-3,60,-5,0.8,15
-3,60,-5,0.8,20
-3,60,-5,0.8,30
-3,75,-25,0.2,10
-3,75,-25,0.2,15
-3,75,-25,0.2,20
-3,75,-25,0.2,30
-3,75,-25,0.35,10
-3,75,-25,0.35,15
-3,75,-25,0.35,20
-3,75,-25,0.35,30
-3,75,-25,0.55,10
-3,75,-25,0.55,15
-3,75,-25,0.55,20
-3,75,-25,0.55,30
-3,75,-25,0.8,10
-3,75,-25,0.8,15
-3,75,-25,0.8,20
-3,75,-25,0.8,30
-3,75,-20,0.2,10
-3,75,-20,0.2,15
-3,75,-20,0.2,20
-3,75,-20,0.2,30
-3,75,-20,0.35,10
-3,75,-20,0.35,15
-3,75,-20,0.35,20
-3,75,-20,0.35,30
-3,75,-20,0.55,10
-3,75,-20,0.55,15
-3,75,-20,0.55,20
-3,75,-20,0.55,30
-3,75,-20,0.8,10
-3,75,-20,0.8,15
-3,75,-20,0.8,20
-3,75,-20,0.8,30
-3,75,-15,0.2,10
-3,75,-15,0.2,15
-3,75,-15,0.2,20
-3,75,-15,0.2,30
-3,75,-15,0.35,10
-3,75,-15,0.35,15
-3,75,-15,0.35,20
-3,75,-15,0.35,30
-3,75,-15,0.55,10
-3,75,-15,0.55,15
-3,75,-15,0.55,20
-3,75,-15,0.55,30
-3,75,-15,0.8,10
-3,75,-15,0.8,15
-3,75,-15,0.8,20
-3,75,-15,0.8,30
-3,75,-10,0.2,10
-3,75,-10,0.2,15
-3,75,-10,0.2,20
-3,75,-10,0.2,30
-3,75,-10,0.35,10
-3,75,-10,0.35,15
-3,75,-10,0.35,20
-3,75,-10,0.35,30
-3,75,-10,0.55,10
-3,75,-10,0.55,15
-3,75,-10,0.55,20
-3,75,-10,0.55,30
-3,75,-10,0.8,10
-3,75,-10,0.8,15
-3,75,-10,0.8,20
-3,75,-10,0.8,30
-3,75,-5,0.2,10
-3,75,-5,0.2,15
-3,75,-5,0.2,20
-3,75,-5,0.2,30
-3,75,-5,0.35,10
-3,75,-5,0.35,15
-3,75,-5,0.35,20
-3,75,-5,0.35,30
-3,75,-5,0.55,10
-3,75,-5,0.55,15
-3,75,-5,0.55,20
-3,75,-5,0.55,30
-3,75,-5,0.8,10
-3,75,-5,0.8,15
-3,75,-5,0.8,20
-3,75,-5,0.8,30
-3,90,-25,0.2,10
-3,90,-25,0.2,15
-3,90,-25,0.2,20
-3,90,-25,0.2,30
-3,90,-25,0.35,10
-3,90,-25,0.35,15
-3,90,-25,0.35,20
-3,90,-25,0.35,30
-3,90,-25,0.55,10
